REPORT_TYPE,RACE_RAW,ARREST_YEAR,SEX,ARREST_TYPE,CHARGE,CHARGE_DESCRIPTION,ADDRESS,LATITUDE,LONGITUDE,BOOKING_LOCATION,geometry,Neighborhood
RFC,White,2019,Male,Infraction,11377(A)H&S,NA,ALVARADO,34.0693,-118.2687,NA,"c(-118.2687, 34.0693)",Westlake
RFC,White,2019,Male,Misdemeanor,11377H&S,NA,STANSBURY,34.15,-118.4424,NA,"c(-118.4424, 34.15)",Sherman Oaks
RFC,White,2019,Male,Misdemeanor,11377,NA,AVENUE 58,34.118,-118.2184,NA,"c(-118.2184, 34.118)",Eagle Rock
RFC,Other,2019,Female,Misdemeanor,11377,NA,AVENUE 66,34.1148,-118.179,NA,"c(-118.179, 34.1148)",Highland Park
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377A,NA,LANKERSHIM,34.1785,-118.3834,NA,"c(-118.3834, 34.1785)",North Hollywood
RFC,Black,2019,Male,Misdemeanor,11377H&S,NA,11300    VANOWEN                      ST,34.194,-118.3768,NA,"c(-118.3768, 34.194)",North Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377AHS,NA,8300    PENFIELD                     AV,34.2203,-118.5689,NA,"c(-118.5689, 34.2203)",Winnetka
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377 HS,NA,METTLER                      ST,33.9601,-118.2666,NA,"c(-118.2666, 33.9601)",Florence
RFC,Black,2019,Female,Misdemeanor,11377 HS,NA,111TH                        PL,33.9345,-118.2652,NA,"c(-118.2652, 33.9345)",Green Meadows
RFC,White,2019,Male,Misdemeanor,11377H&S,NA,CUMPSTON,34.17,-118.379,NA,"c(-118.379, 34.17)",North Hollywood
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377AHS,NA,3600    BEVERLY                      BL,34.0749,-118.2868,NA,"c(-118.2868, 34.0749)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)H&S,NA,20TH                         ST,34.0382,-118.287,NA,"c(-118.287, 34.0382)",Pico-Union
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350.1BHS,NA,21700    SHERMAN                      WY,34.2047,-118.5994,NA,"c(-118.5994, 34.2047)",Canoga Park
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377AHS,NA,3600    BEVERLY                      BL,34.0749,-118.2868,NA,"c(-118.2868, 34.0749)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377,NA,SATICOY,34.2069,-118.4097,NA,"c(-118.4097, 34.2069)",Sun Valley
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377,NA,90TH                         ST,33.9551,-118.2782,NA,"c(-118.2782, 33.9551)",Broadway-Manchester
RFC,White,2019,Male,Misdemeanor,11377 HS,NA,LULL,34.2089,-118.4154,NA,"c(-118.4154, 34.2089)",Sun Valley
RFC,Black,2019,Male,Misdemeanor,11377,NA,103RD                        ST,33.9431,-118.2391,NA,"c(-118.2391, 33.9431)",Watts
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377AH&S,NA,8600    WALL                         ST,33.9601,-118.2717,NA,"c(-118.2717, 33.9601)",Florence
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(C)PC,NA,COBALT,34.3104,-118.4662,NA,"c(-118.4662, 34.3104)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11375HS,NA,CRESTKNOLL,34.2871,-118.4614,NA,"c(-118.4614, 34.2871)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11375HS,NA,20700    VANOWEN                      ST,34.1938,-118.5839,NA,"c(-118.5839, 34.1938)",Winnetka
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377A,NA,5400    TUJUNGA                      AV,34.1689,-118.379,NA,"c(-118.379, 34.1689)",North Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377H&S,NA,6000    LANKERSHIM                   BL,34.1794,-118.3834,NA,"c(-118.3834, 34.1794)",North Hollywood
RFC,Other,2019,Male,Misdemeanor,11377H&S,NA,11600    BURBANK                      BL,34.1722,-118.3844,NA,"c(-118.3844, 34.1722)",North Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(C)PC,NA,COBALT,34.3104,-118.4662,NA,"c(-118.4662, 34.3104)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,TOWNE                        AV,34.0412,-118.2436,NA,"c(-118.2436, 34.0412)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,WINSTON                      ST,34.0455,-118.2452,NA,"c(-118.2452, 34.0455)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH,34.0435,-118.2471,NA,"c(-118.2471, 34.0435)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,CROCKER                      ST,34.0435,-118.2427,NA,"c(-118.2427, 34.0435)",Downtown
RFC,Black,2019,Female,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH                          ST,34.043,-118.242,NA,"c(-118.242, 34.043)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH                          ST,34.0444,-118.2407,NA,"c(-118.2407, 34.0444)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH                          ST,34.0421,-118.2405,NA,"c(-118.2405, 34.0421)",Downtown
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6TH,34.0417,-118.2443,NA,"c(-118.2443, 34.0417)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,7TH                          ST,34.0445,-118.2523,NA,"c(-118.2523, 34.0445)",Downtown
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SAN JULIAN                   ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SAN JULIAN                   ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,6TH,34.0421,-118.2469,NA,"c(-118.2469, 34.0421)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,300    WINSTON                      ST,34.0455,-118.2452,NA,"c(-118.2452, 34.0455)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,300    WINSTON                      ST,34.0455,-118.2452,NA,"c(-118.2452, 34.0455)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.0454,-118.2466,NA,"c(-118.2466, 34.0454)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,MAPLE,34.0424,-118.2493,NA,"c(-118.2493, 34.0424)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,AGATHA,34.0462,-118.2585,NA,"c(-118.2585, 34.0462)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,GLADYS,34.0406,-118.2418,NA,"c(-118.2418, 34.0406)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6TH                          ST,34.0403,-118.2421,NA,"c(-118.2421, 34.0403)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,5TH                          ST,34.043,-118.242,NA,"c(-118.242, 34.043)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,5TH                          ST,34.043,-118.242,NA,"c(-118.242, 34.043)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,WINSTON                      ST,34.0455,-118.2452,NA,"c(-118.2452, 34.0455)",Downtown
RFC,White,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,6TH                          ST,34.0417,-118.2443,NA,"c(-118.2443, 34.0417)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.0454,-118.2466,NA,"c(-118.2466, 34.0454)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,6TH                          ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,7TH,34.0412,-118.2474,NA,"c(-118.2474, 34.0412)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,CROCKER                      ST,34.0401,-118.2459,NA,"c(-118.2459, 34.0401)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,4TH                          ST,34.0416,-118.244,NA,"c(-118.244, 34.0416)",Downtown
RFC,White,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,LOS ANGELES                  ST,34.0491,-118.2558,NA,"c(-118.2558, 34.0491)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,1ST                          ST,34.0537,-118.2455,NA,"c(-118.2455, 34.0537)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,5TH,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,5TH                          ST,34.0446,-118.245,NA,"c(-118.245, 34.0446)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,7TH                          ST,34.0412,-118.2474,NA,"c(-118.2474, 34.0412)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,TOWNE,34.0416,-118.244,NA,"c(-118.244, 34.0416)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0412,-118.2436,NA,"c(-118.2436, 34.0412)",Downtown
RFC,Black,2019,Female,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0412,-118.2436,NA,"c(-118.2436, 34.0412)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,5TH,34.043,-118.242,NA,"c(-118.242, 34.043)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0438,-118.2416,NA,"c(-118.2416, 34.0438)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH                          ST,34.0454,-118.2466,NA,"c(-118.2466, 34.0454)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,5TH                          ST,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,200 E  6TH                          ST,34.0448,-118.2474,NA,"c(-118.2474, 34.0448)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0416,-118.244,NA,"c(-118.244, 34.0416)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,11TH                         ST,34.0423,-118.2631,NA,"c(-118.2631, 34.0423)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,600    SAN JULIAN                   ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,9TH                          ST,34.0458,-118.2614,NA,"c(-118.2614, 34.0458)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,900 E  2ND                          ST,34.0472,-118.2351,NA,"c(-118.2351, 34.0472)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,7TH,34.0412,-118.2474,NA,"c(-118.2474, 34.0412)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH                          ST,34.0461,-118.2476,NA,"c(-118.2476, 34.0461)",Downtown
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,WASHINGTON                   BL,34.0353,-118.274,NA,"c(-118.274, 34.0353)",Historic South-Central
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH,34.0458,-118.243,NA,"c(-118.243, 34.0458)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1300 S  HOPE                         ST,34.0395,-118.2656,NA,"c(-118.2656, 34.0395)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH,34.0449,-118.2415,NA,"c(-118.2415, 34.0449)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.0446,-118.245,NA,"c(-118.245, 34.0446)",Downtown
RFC,Black,2019,Female,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,7TH,34.0412,-118.2474,NA,"c(-118.2474, 34.0412)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH                          ST,34.0458,-118.243,NA,"c(-118.243, 34.0458)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH                          ST,34.0458,-118.243,NA,"c(-118.243, 34.0458)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,3RD                          ST,34.0464,-118.2402,NA,"c(-118.2402, 34.0464)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,6TH                          ST,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH,34.0458,-118.243,NA,"c(-118.243, 34.0458)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH                          ST,34.043,-118.242,NA,"c(-118.242, 34.043)",Downtown
RFC,Black,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,GLADYS                       ST,34.0403,-118.2421,NA,"c(-118.2421, 34.0403)",Downtown
RFC,Black,2019,Female,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.043,-118.242,NA,"c(-118.242, 34.043)",Downtown
RFC,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6TH,34.0417,-118.2443,NA,"c(-118.2443, 34.0417)",Downtown
RFC,Black,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,500 S  SAN PEDRO                    ST,34.0437,-118.2455,NA,"c(-118.2455, 34.0437)",Downtown
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6TH,34.0428,-118.2461,NA,"c(-118.2461, 34.0428)",Downtown
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,STANFORD,34.0411,-118.2425,NA,"c(-118.2425, 34.0411)",Downtown
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,800 N  VIGNES                       ST,34.0559,-118.232,NA,"c(-118.232, 34.0559)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6TH                          ST,34.0423,-118.2452,NA,"c(-118.2452, 34.0423)",Downtown
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,4TH,34.0503,-118.2504,NA,"c(-118.2504, 34.0503)",Downtown
RFC,Other,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,4TH,34.0503,-118.2504,NA,"c(-118.2504, 34.0503)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,5TH,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,Black,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,5TH                          ST,34.0417,-118.2398,NA,"c(-118.2398, 34.0417)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MAIN                         ST,34.0482,-118.2472,NA,"c(-118.2472, 34.0482)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,5TH                          ST,34.0416,-118.244,NA,"c(-118.244, 34.0416)",Downtown
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,7TH,34.0419,-118.2485,NA,"c(-118.2485, 34.0419)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6TH                          ST,34.0435,-118.2471,NA,"c(-118.2471, 34.0435)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,OMAR                         ST,34.046,-118.2417,NA,"c(-118.2417, 34.046)",Downtown
RFC,White,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,SAN PEDRO                    ST,34.0458,-118.243,NA,"c(-118.243, 34.0458)",Downtown
RFC,Black,2019,Female,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,5TH,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,Black,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH,34.0458,-118.243,NA,"c(-118.243, 34.0458)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,3RD                          ST,34.0464,-118.2402,NA,"c(-118.2402, 34.0464)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,7TH                          ST,34.0424,-118.2493,NA,"c(-118.2493, 34.0424)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,STANFORD,34.0426,-118.2412,NA,"c(-118.2412, 34.0426)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH,34.0416,-118.244,NA,"c(-118.244, 34.0416)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,4TH                          ST,34.0454,-118.2422,NA,"c(-118.2422, 34.0454)",Downtown
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,800 N  ALAMEDA                      ST,34.0563,-118.2374,NA,"c(-118.2374, 34.0563)",Downtown
RFC,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6TH,34.0435,-118.2471,NA,"c(-118.2471, 34.0435)",Downtown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,900    BEACON                       AV,34.0497,-118.2754,NA,"c(-118.2754, 34.0497)",Pico-Union
RFC,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,2200 W  SUNSET                       BL,34.0778,-118.2658,NA,"c(-118.2658, 34.0778)",Echo Park
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,CORONADO,34.0573,-118.2831,NA,"c(-118.2831, 34.0573)",Westlake
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VIRGIL                       AV,34.0818,-118.2868,NA,"c(-118.2868, 34.0818)",East Hollywood
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,7TH,34.059,-118.2824,NA,"c(-118.2824, 34.059)",Westlake
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CLINTON                      ST,34.0818,-118.288,NA,"c(-118.288, 34.0818)",East Hollywood
RFC,Filipino,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,500 N  VIRGIL                       AV,34.0797,-118.2868,NA,"c(-118.2868, 34.0797)",East Hollywood
RFC,Other,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VIRGIL,34.0818,-118.2868,NA,"c(-118.2868, 34.0818)",East Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PARK VIEW,34.0524,-118.2836,NA,"c(-118.2836, 34.0524)",Pico-Union
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,LAKE                         ST,34.061,-118.2775,NA,"c(-118.2775, 34.061)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,JUANITA                      AV,34.0777,-118.2903,NA,"c(-118.2903, 34.0777)",East Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CLINTON                      ST,34.0818,-118.2868,NA,"c(-118.2868, 34.0818)",East Hollywood
RFC,Other,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VIRGIL                       ST,34.0818,-118.2868,NA,"c(-118.2868, 34.0818)",East Hollywood
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CLINTON,34.0818,-118.2868,NA,"c(-118.2868, 34.0818)",East Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,JAMES M WOOD,34.0526,-118.2771,NA,"c(-118.2771, 34.0526)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,600 S  WESTLAKE                     AV,34.0598,-118.2734,NA,"c(-118.2734, 34.0598)",Westlake
RFC,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,500 N  VIRGIL                       AV,34.0797,-118.2868,NA,"c(-118.2868, 34.0797)",East Hollywood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,500 N  VIRGIL                       AV,34.0797,-118.2868,NA,"c(-118.2868, 34.0797)",East Hollywood
RFC,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,200 S  OCCIDENTAL                   BL,34.0693,-118.2811,NA,"c(-118.2811, 34.0693)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,2300 W  OLYMPIC                      BL,34.0523,-118.2823,NA,"c(-118.2823, 34.0523)",Pico-Union
RFC,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,OLYMPIC,34.0523,-118.2823,NA,"c(-118.2823, 34.0523)",Pico-Union
RFC,Korean,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CARONDELET                   ST,34.0529,-118.2819,NA,"c(-118.2819, 34.0529)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CARONDELET                   ST,34.0529,-118.2819,NA,"c(-118.2819, 34.0529)",Westlake
RFC,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,700    WITMER                       ST,34.0524,-118.2678,NA,"c(-118.2678, 34.0524)",Westlake
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,OLYMPIC,34.0523,-118.2823,NA,"c(-118.2823, 34.0523)",Pico-Union
RFC,Other,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VALLEY,34.0644,-118.2699,NA,"c(-118.2699, 34.0644)",Westlake
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CLINTON,34.0818,-118.2868,NA,"c(-118.2868, 34.0818)",East Hollywood
